"Archive Date","Associated Streets","Collection Date","Data Type","Intersection Number","Neighborhood Code","Original File Name","Site Location","Street Name","Study Period","Study Type"
"12/20/2013 07:00:00 PM","MASSACHUSETTS AVE, ST BOTOLPH ST","09-20-2012","","134","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0134_MASSACHUSETTS AVE, ST BOTOLPH ST_BP_11HR_TMC_09202012.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","BROADWAY ST, DORCHESTER AVE, WEST BROADWAY","12-11-2012","","136","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0136_BROADWAY ST, DORCHESTER AVE, WEST BROADWAY_SB_12HR_TMC_12112012.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","BEACON ST, BROOKLINE AVE, COMMONWEALTH AVE, DEERFIELD ST","09-20-2012","","150","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0150_BEACON ST, BROOKLINE AVE, COMMONWEALTH AVE, DEERFIELD ST_BP_11HR_TMC_09202012.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","BLUE HILL AVE, WARREN ST","01-11-2011","","189","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0189_BLUE HILL AVE, WARREN ST_RX_12HR_TMC_01112011.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","BLUE HILL AVE, CHENEY ST, WASHINGTON ST","01-19-2011","","190","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0190_BLUE HILL AVE, CHENEY ST, WASHINGTON ST_RX_12HR_TMC_01192011.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","HUMBOLDT AVE, WYOMING ST","09-12-2013","","1723","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1723_HUMBOLDT AVE, WYOMING ST_RX_12HR_TMC_09122013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","RECTOR RD, RIVER ST","05-03-2011","","1734","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1734_RECTOR RD, RIVER ST_DO_11HR_TMC_05032011.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","ATLANTIC AVE, COMMERCIAL WHARF","11-09-2012","","1963","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1963_ATLANTIC AVE, COMMERCIAL WHARF_BP_12HR_TMC_11092012.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","ATLANTIC AVE, RICHMOND ST","11-07-2012","","1964","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1964_ATLANTIC AVE, RICHMOND ST_BP_12HR_TMC_11072012.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","CONGRESS ST, D ST","12-02-2008","","4059","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4059_CONGRESS ST, D ST_SB_11HR_TMC_12022008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","CONGRESS ST, EAST SERVICE RD, RAMP CL","07-25-2013","","4056","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4056_CONGRESS ST, EAST SERVICE RD, RAMP CL_SB_12HR_TMC_07252013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","CONGRESS ST, BOSTON WHARF RD, WEST SERVICE RD","12-02-2008","","4057","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4057_CONGRESS ST, BOSTON WHARF RD, WEST SERVICE RD_SB_11HR_TMC_12022008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","BELLEVUE ST, COLUMBIA RD, GLENDALE ST","10-02-2012","","4081","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4081_BELLEVUE ST, COLUMBIA RD, GLENDALE ST_DO_12HR_TMC_10022012.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","NIGHTINGALE ST, TALBOT AVE","09-24-2013","","3144","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3144_NIGHTINGALE ST, TALBOT AVE_DO_11HR_TMC_09242013.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","COLBY RD, MONTCLAIR AVE","09-17-2013","","2395","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2395_COLBY RD, MONTCLAIR AVE_WR_11HR_TMC_09172013.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","FIRST AVE, THIRTEENTH ST","09-12-2013","","2392","CHARLESTOWN","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2392_FIRST AVE, THIRTEENTH ST_CH_1HR_GAP_09122013.PDF","","","1 HOURS","INTERSECTION GAP"
"05/20/2014 08:00:00 PM","","03-26-2013","XXX","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\ENTERPRISE ST_28_DO_24HR_ATR_XXX_03262013.PDF","28","ENTERPRISE ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/20/2013 07:00:00 PM","BENNINGTON ST, SARATOGA ST","09-19-2007","","168","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0168_BENNINGTON ST, SARATOGA ST_EB_12HR_TMC_09192007.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","BRIGHTON AVE, HARVARD AVE","04-29-2010","","185","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0185_BRIGHTON AVE, HARVARD AVE_AB_12HR_TMC_04292010.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","CALUMET ST, FRANCIS ST, HUNTINGTON AVE, TREMONT ST","05-11-2011","","197","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0197_CALUMET ST, FRANCIS ST, HUNTINGTON AVE, TREMONT ST_RX_11HR_TMC_05112011.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","A ST, CONGRESS ST, THOMPSON ST","12-03-2008","","1662","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1662_A ST, CONGRESS ST, THOMPSON ST_SB_11HR_TMC_12032008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","NEW CHARDON ST, NORTH WASHINGTON ST, SURFACE RD","08-06-2013","","1862","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1862_NEW CHARDON ST, NORTH WASHINGTON ST, SURFACE RD_BP_12HR_TMC_08062013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","CLINTON ST, RAMP CS-SA, SURFACE RD","08-06-2013","","1960","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1960_CLINTON ST, RAMP CS-SA, SURFACE RD_BP_12HR_TMC_08062013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","A ST, WEST SECOND ST","06-30-2011","","1984","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1984_A ST, WEST SECOND ST_SB_11HR_TMC_06302011.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","PUMPHOUSE RD, SUMMER ST","07-25-2013","","3126","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3126_PUMPHOUSE RD, SUMMER ST_SB_12HR_TMC_07252013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","HUNTINGTON AVE (S RDWY), OPERA PL","05-10-2011","","4020","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4020_HUNTINGTON AVE (S RDWY), OPERA PL_RX_11HR_TMC_05102011.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","B ST, CONGRESS ST, RAMPS D & F","07-25-2013","","4058","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4058_B ST, CONGRESS ST, RAMPS D & F_SB_12HR_TMC_07252013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","SUDBURY ST, SURFACE RD","08-06-2013","","4094","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4094_SUDBURY ST, SURFACE RD_BP_12HR_TMC_08062013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","BERKELEY ST, EAST BERKELEY ST, TREMONT ST","10-24-2013","","86","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0086_BERKELEY ST, EAST BERKELEY ST, TREMONT ST_BP_11HR_TMC_10242013.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","NIGHTINGALE ST, TALBOT AVE","10-23-2013","","3144","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3144_NIGHTINGALE ST, TALBOT AVE_DO_1HR_GAP_10232013.PDF","","","1 HOURS","INTERSECTION GAP"
"05/12/2014 08:00:00 PM","GLENCOE ST, NORTH BEACON ST","01-08-2014","","2402","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2402_GLENCOE ST, NORTH BEACON ST_AB_11HR_TMC_01082014.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","GENEVA AVE, NORMANDY ST","04-30-2014","","2370","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2370_GENEVA AVE, NORMANDY ST_DO_11-HR_TMC_04302014.PDF","","","11-HR","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","BLUE HILL AVE, CASTLEGATE RD","10-29-2013","","2175","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2175_BLUE HILL AVE, CASTLEGATE RD_RX_11HR_TMC_10292013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/20/2014 08:00:00 PM","","03-26-2013","XXX","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\GENEVA AVE_51_DO_24HR_ATR_XXX_03262013.PDF","51","GENEVA AVE","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/20/2013 07:00:00 PM","DORCHESTER ST, EAST BROADWAY, WEST BROADWAY","12-11-2012","","175","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0175_DORCHESTER ST, EAST BROADWAY, WEST BROADWAY_SB_12HR_TMC_12112012.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","BRIGHTON AVE, COMMONWEALTH AVE, MALVERN ST","04-29-2010","","179","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0179_BRIGHTON AVE, COMMONWEALTH AVE, MALVERN ST_AB_12HR_TMC_04292010.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","CONCORD SQ, TREMONT ST, WEST CONCORD ST","10-02-2008","","1620","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1620_CONCORD SQ, TREMONT ST, WEST CONCORD ST_BP_11HR_TMC_10022008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","FENWOOD RD, HUNTINGTON AVE","05-11-2011","","1944","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1944_FENWOOD RD, HUNTINGTON AVE_RX_11HR_TMC_05112011.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","BENNINGTON ST, TRIDENT ST","08-21-2013","","1953","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1953_BENNINGTON ST, TRIDENT ST_EB_11HR_TMC_08212013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","ATLANTIC AVE, EAST INDIA ROW","08-01-2013","","2007","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2007_ATLANTIC AVE, EAST INDIA ROW_BP_12HR_TMC_08012013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","CUMBERLAND ST, HUNTINGTON AVE (S RDWY)","05-30-2007","","4001","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4001_CUMBERLAND ST, HUNTINGTON AVE (S RDWY)_BP_12HR_TMC_05302007.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","COMMONWEALTH AVE (S. RDWY), HEREFORD ST","06-05-2007","","4005","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4005_COMMONWEALTH AVE (S RDWY), HEREFORD ST_BP_12HR_TMC_06052007.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","BROOKLINE AVE, FULLERTON ST, KILMARNOCK ST","04-14-2011","","4077","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4077_BROOKLINE AVE, FULLERTON ST, KILMARNOCK ST_BP_11HR_TMC_04142011.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","NORTH ST, RAMP CNSA, SURFACE RD","11-06-2008","","4092","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4092_NORTH ST, RAMP CNSA, SURFACE RD_BP_11HR_TMC_11062008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","SUDBURY ST, SURFACE RD","11-06-2008","","4094","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4094_SUDBURY ST, SURFACE RD_BP_11HR_TMC_11062008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","BLUE LEDGE DR, BRAHMS ST, WASHINGTON ST","12-04-2013","","3075","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_3075_BLUE LEDGE DR, BRAHMS ST, WASHINGTON ST_WR_11HR_TMC_12042013.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","STIMSON ST, WASHINGTON ST","02-25-2014","","2403","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2403_STIMSON ST, WASHINGTON ST_WR_11HR_TMC_02252014.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","ARUNDEL ST, BEACON ST, MINER ST","03-25-2014","","2293","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2293_ARUNDEL ST, BEACON ST, MINER ST_BP_11HR_TMC_03252014.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/12/2014 08:00:00 PM","LONDON ST, MERIDIAN ST","03-11-2014","","2250","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2250_LONDON ST, MERIDIAN ST_EB_11HR_TMC_03112014.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/20/2014 08:00:00 PM","","05-21-2013","XXX","","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\GROVE ST_351_WR_24HR_ATR_XXX_05212013.PDF","351","GROVE ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"05/20/2014 08:00:00 PM","","10-11-2012","XXX","","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\HUNTINGTON AVE_464_RX_24HR_ATR_XXX_10112012.PDF","464","HUNTINGTON AVE","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"01/02/2014 07:00:00 PM","ESSEX ST, LINCOLN ST, SURFACE RD","11-20-2008","","1291","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1291_ESSEX ST, LINCOLN ST, SURFACE RD_BP_11HR_TMC_11202008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/02/2014 07:00:00 PM","HARRISON AVE, TRAVELER ST","05-18-2010","","1452","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1452_HARRISON AVE, TRAVELER ST_BP_12HR_TMC_05182010.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/02/2014 07:00:00 PM","FOSTER ST, WASHINGTON ST","06-19-2008","","1475","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1475_FOSTER ST, WASHINGTON ST_AB_11HR_TMC_06192008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","KERR WAY, MELNEA CASS BLVD","06-18-2008","","2087","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2087_KERR WAY, MELNEA CASS BLVD_RX_11HR_TMC_06182008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","MELNEA CASS BLVD, SHAWMUT AVE","06-18-2008","","2088","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2088_MELNEA CASS BLVD, SHAWMUT AVE_RX_11HR_TMC_06182008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","ALBANY ST, MELNEA CASS BLVD","06-18-2008","","2091","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2091_ALBANY ST, MELNEA CASS BLVD_BP_11HR_TMC_06182008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","HIGH ST, PURCHASE ST","08-06-2013","","7004","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_7004_HIGH ST, PURCHASE ST_BP_12HR_TMC_08062013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","BOYLSTON ST, BROOKLINE AVE, PARK DR","04-12-2011","","9002","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_9002_BOYLSTON ST, BROOKLINE AVE, PARK DR_BP_11HR_TMC_04122011.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","HANOVER ST, SURFACE RD","11-06-2008","","4101","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4101_HANOVER ST, SURFACE RD_BP_11HR_TMC_11062008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/15/2014 07:00:00 PM","HANOVER ST, SURFACE RD","08-06-2013","","4101","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4101_HANOVER ST, SURFACE RD_BP_12HR_TMC_08062013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/20/2014 07:00:00 PM","FANEUIL ST, PARSONS ST","09-17-2013","","561","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0561_FANEUIL ST, PARSONS ST_AB_12HR_TMC_09172013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/20/2014 07:00:00 PM","HUMBOLDT AVE, WALNUT AVE","09-12-2013","","572","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0572_HUMBOLDT AVE, WALNUT AVE_RX_12HR_TMC_09122013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/20/2014 07:00:00 PM","CHELSEA ST, NEPTUNE RD, SARATOGA ST","08-21-2013","","1951","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1951_CHELSEA ST, NEPTUNE RD, SARATOGA ST_EB_11HR_TMC_08212013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/15/2014 08:00:00 PM","SCHOOL ST, WASHINGTON ST","03-11-2014","","24","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0024_SCHOOL ST, WASHINGTON ST_BP_12HR_TMC_03112014.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/15/2014 08:00:00 PM","CONGRESS ST, UNION ST","03-11-2014","","26","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0026_CONGRESS ST, UNION ST_BP_12HR_TMC_03112014.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/15/2014 08:00:00 PM","DEVONSHIRE ST, WATER ST","03-11-2014","","54","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0054_DEVONSHIRE ST, WATER ST_BP_12HR_TMC_03112014.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/15/2014 08:00:00 PM","DEVONSHIRE ST, WATER ST","03-11-2014","","54","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0054_DEVONSHIRE ST, WATER ST_BP_12HR_TMC_03112014.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"07/14/2014 08:00:00 PM","COLUMBIA RD, DAVERN AVE, HANCOCK ST","10-02-2012","","226","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0226_COLUMBIA RD, DAVERN AVE, HANCOCK ST_DO_11HR_TMC_10022012.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","COMMONWEALTH AVE, ST MARYS ST","09-20-2012","","177","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0177_COMMONWEALTH AVE, ST MARYS ST_BP_11HR_TMC_09202012.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","COMMONWEALTH AVE, HARVARD AVE","05-04-2010","","181","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0181_COMMONWEALTH AVE, HARVARD AVE_AB_12HR_TMC_05042010.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","BABSON ST, NORFOLK ST","09-13-2007","","1648","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1648_BABSON ST, NORFOLK ST_DO_12HR_TMC_09132007.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","OAK ST WEST, SHAWMUT AVE, TREMONT ST","05-13-2010","","1922","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1922_OAK ST WEST, SHAWMUT AVE, TREMONT ST_BP_12HR_TMC_05132010.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","BENNINGTON ST, TRIDENT ST","08-20-2013","","1953","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1953_BENNINGTON ST, TRIDENT ST_EB_11HR_TMC_08202013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2014 07:00:00 PM","BENNINGTON ST, TRIDENT ST","09-19-2007","","1953","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1953_BENNINGTON ST, TRIDENT ST_EB_12HR_TMC_09192007.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
