"Archive Date","Associated Streets","Collection Date","Data Type","Intersection Number","Neighborhood Code","Original File Name","Site Location","Street Name","Study Period","Study Type"
"12/07/2016 07:00:00 PM","MELNEA CASS BLVD, SHAMUT AVE","09-16-2015","","2088","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2088_MELNEA CASS BLVD, SHAMUT AVE_RX_11HR_TMC_09162015.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"12/07/2016 07:00:00 PM","","12-06-2016","XXX","","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\BOURNE ST_92_WR_24HR_ATR_XXX_12062016.XLSX","92","BOURNE ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"01/24/2017 07:00:00 PM","HYDE PARK AVE, WEST ST","11-10-2016","","871","HYDE PARK","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0871_HYDE PARK AVE, WEST ST_HP_12HR_TMC_11102016.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/24/2017 07:00:00 PM","HYDE PARK AVE, SOUTHBOURNE RD","11-10-2016","","881","HYDE PARK","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0881_HYDE PARK AVE, SOUTHBOURNE RD_HP_12HR_TMC_11102016.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/24/2017 07:00:00 PM","ARLINGTON ST, HERALD ST, TREMONT ST","10-06-2016","","364","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0364_ARLINGTON ST, HERALD ST, TREMONT ST_BP_12HR_TMC_10062016.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/24/2017 07:00:00 PM","QUINCY ST, TOWNSEND ST, WARREN ST","01-12-2016","","526","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0526_QUINCY ST, TOWNSEND ST, WARREN ST_RX_12HR_TMC_01122016.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/26/2017 07:00:00 PM","MONTFERN ST, WASHINGTON ST","01-19-2017","","2226","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2226_MONTFERN ST, WASHINGTON ST_AB_11HR_TMC_01192017 FILE.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/30/2018 07:00:00 PM","BOYLSTON ST, BOWKER OVERPASS","09-21-2017","","9007","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_9007_BOYLSTON ST, BOWKER OVERPASS_BP_12HR_TMC_09212017.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/30/2018 07:00:00 PM","BROOKLINE AVE, FENWAY, RIVERWAY","09-21-2017","","9011","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_9011_BROOKLINE AVE, FENWAY, RIVERWAY_RX_12HR_TMC_09212017.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"03/07/2018 07:00:00 PM","","12-14-2017","XXX","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\DRACUT ST_38_DO_24HR_ATR_XXX_12142017.PDF","38","DRACUT ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"03/07/2018 07:00:00 PM","","08-01-2017","XXX","","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\WHITCOMB AVE_0_WR_24HR_ATR_XXX_08012017.PDF","0","WHITCOMB AVE","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"09/16/2018 08:00:00 PM","CAMBRIDGE ST, GROVE ST","08-15-2018","","723","BOSTON PROPER","CH-NASSCERISISDBTD_SCERIS_DOCSBTD_TRAFFIC_COUNTSTMCINT_0723_CAMBRIDGE ST, GROVE ST_BP_12HR_TMC_08152018.XLSX","","","12 HOURS","TURNING MOVEMENT COUNT"
"09/16/2018 08:00:00 PM","CAMBRIDGE ST, JOY ST","08-15-2018","","412","BOSTON PROPER","CH-NASSCERISISDBTD_SCERIS_DOCSBTD_TRAFFIC_COUNTSTMCINT_0412_CAMBRIDGE ST, JOY ST_BP_12HR_TMC_08152018.XLSX","","","12 HOURS","TURNING MOVEMENT COUNT"
"09/17/2018 08:00:00 PM","CHESTNUT HILL AVE, WALLINGFORD RD","09-06-2018","","1681","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1681_CHESTNUT HILL AVE, WALLINGFORD RD_AB_11HR_TMC_09062018.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"09/17/2018 08:00:00 PM","HYDE PARK AVE, NEPONSET AVE","09-06-2018","","883","HYDE PARK","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0833_HYDE PARK AVE, NEPONSET AVE_HP_11HR_TMC_09062018.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"12/09/2018 07:00:00 PM","","09-26-2017","VOLUME","","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\BEACON ST_623_BP_48HR_ATR_VOL_09262017.XLS","623","BEACON ST","48 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/09/2018 07:00:00 PM","","09-27-2016","CLASSIFICATION","","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\WELD ST_114_WR_48HR_ATR_CLS_09272016.XLS","114","WELD ST","48 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/09/2018 07:00:00 PM","","10-04-2017","VOLUME","","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\MASSACHUSETTS AVE_1071_RX_48HR_ATR_VOL_10042017.XLS","1071","MASSACHUSETTS AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/09/2018 07:00:00 PM","","09-27-2016","CLASSIFICATION","","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\D ST_437_SB_48HR_ATR_CLS_09272016.XLS","437","D ST","48 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/09/2018 07:00:00 PM","ARLINGTON ST, HERALD ST, TREMONT ST","10-18-2017","","364","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0364_ARLINGTON ST, HERALD ST, TREMONT ST_BP_5HR_TMC_10182017.PDF","","","5 HOURS","TURNING MOVEMENT COUNT"
"12/09/2018 07:00:00 PM","TREMONT ST, WEST BROOKLINE ST","10-19-2017","","648","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0648_TREMONT ST, WEST BROOKLINE ST_BP_2HR_TMC_10192017.PDF","","","2 HOURS","TURNING MOVEMENT COUNT"
"12/09/2018 07:00:00 PM","MASSACHUSETTS AVE, TREMONT ST","10-19-2017","","96","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0096_MASSACHUSETTS AVE, TREMONT ST_BP_2HR_TMC_10192017.PDF","","","2 HOURS","TURNING MOVEMENT COUNT"
"12/09/2018 07:00:00 PM","TREMONT ST, WEST SPRINGFIELD ST","10-18-2017","","1912","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1912_TREMONT ST, WEST SPRINGFIELD ST_BP_5HR_TMC_10182017.XLSX","","","5 HOURS","TURNING MOVEMENT COUNT"
"09/28/2016 08:00:00 PM","","06-15-2016","XXX","","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\COMMONWEALTH AVE_1_BP_96HR_ATR_XXX_06152016.PDF","1","COMMONWEALTH AVE","96 HOURS","AUTOMATED TRAFFICE RECORDING"
"09/28/2016 08:00:00 PM","","06-15-2016","SPEED","","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\COMMONWEALTH AVE_2_BP_96HR_ATR_SPD_06152016.XLS","2","COMMONWEALTH AVE","96 HOURS","AUTOMATED TRAFFIC RECORDING"
"09/29/2016 08:00:00 PM","","06-21-2016","CLASSIFICATION","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\DORCHESTER AVE_1077_DO_24HR_ATR_CLS_06212016.XLS","1077","DORCHESTER AVE","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"09/29/2016 08:00:00 PM","","06-21-2016","XXX","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\DORCHESTER AVE_1077_DO_24HR_ATR_XXX_06212016.PDF","1077","DORCHESTER AVE","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/19/2016 07:00:00 PM","","09-27-2016","VOLUME","","CHARLESTOWN","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\MAIN ST_544_CH_48HR_ATR_VOL_09272016.XLS","544","MAIN ST","48 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/19/2016 07:00:00 PM","","09-27-2016","CLASSIFICATION","","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\MARKET ST_200_AB_48HR_ATR_CLS_09272016.XLS","200","MARKET ST","48 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/19/2016 07:00:00 PM","","09-27-2016","CLASSIFICATION","","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\MERIDIAN ST_477_EB_72HR_ATR_CLS_09272016.XLS","477","MERIDIAN ST","72 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/19/2016 07:00:00 PM","","09-27-2016","XXX","","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\MERIDIAN ST_477_EB_72HR_ATR_XXX_09272016.PDF","477","MERIDIAN ST","72 HOURS","AUTOMATED TRAFFICE RECORDING"
"05/07/2017 08:00:00 PM","","05-03-2017","XXX","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\EVERDEAN ST_63_DO_24HR_ATR_XXX_05032017.PDF","63","EVERDEAN ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"05/07/2017 08:00:00 PM","LONGWOOD AVE, RIVERWAY","09-21-2016","","9012","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_9012_LONGWOOD AVE, RIVERWAY_RX_14HR_TMC_09212016.PDF","","","14 HOURS","TURNING MOVEMENT COUNT"
"05/07/2017 08:00:00 PM","ALBANY ST, MASSACHUSETTS AVE","05-04-2017","","100","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0100_ALBANY ST, MASSACHUSETTS AVE_BP_12HR_TMC_05042017.XLSX","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/29/2017 08:00:00 PM","KELTON ST, SCOTTSFIELD ST","05-23-2017","","2571","BR","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2571_KELTON ST, SCOTTSFIELD ST_BR_11HR_TMC_05232017.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"07/06/2017 08:00:00 PM","","03-29-2016","CLASSIFICATION","","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\BEACON ST_127_BP_66HR_ATR_CLS_03292016.XLS","127","BEACON ST","66 HOURS","AUTOMATED TRAFFICE RECORDING"
"07/06/2017 08:00:00 PM","","03-29-2016","SPEED","","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\BEACON ST_464_BP_66HR_ATR_SPD_03292016.XLS","464","BEACON ST","66 HOURS","AUTOMATED TRAFFIC RECORDING"
"04/30/2018 08:00:00 PM","HYDE PARK AVE, ELDRIDGE RD","04-10-2018","","882","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0882_HYDE PARK AVE, ELDRIDGE RD_WR_11HR_TMC_04102018.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"04/30/2018 08:00:00 PM","WASHINGTON ST, EUSTON RD","04-10-2018","","2599","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2599_WASHINGTON ST, EUSTON RD_WR_11HR_TMC_04102018.XLSX","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/02/2018 08:00:00 PM","","07-27-2017","XXX","","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\HEATHCOTE ST_18_WR_24HR_ATR_XXX_07272017.PDF","18","HEATHCOTE ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"05/02/2018 08:00:00 PM","","01-21-2016","XXX","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\NORFOLK ST_95_DO_24HR_ATR_XXX_01212016.PDF","95","NORFOLK ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"10/18/2018 08:00:00 PM","PRENTISS ST, TREMONT ST","09-19-2018","","4023","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4023_PRENTISS ST, TREMONT ST_RX_12HR_TMC_09192018.XLSX","","","12 HOURS","TURNING MOVEMENT COUNT"
"10/18/2018 08:00:00 PM","COLUMBUS AVE, MALCOLM X BLVD, TREMONT ST","09-19-2018","","192","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0192_COLUMBUS AVE, MALCOLM X BLVD, TREMONT ST_RX_12HR_TMC_09192018.XLSX","","","12 HOURS","TURNING MOVEMENT COUNT"
"10/18/2018 08:00:00 PM","CENTRE ST, LAMARTINE ST","09-19-2018","","805","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0805_CENTRE ST, LAMARTINE ST_RX_12HR_TMC_09192018.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"10/18/2018 08:00:00 PM","CEDAR ST, COLUMBUS AVE","09-19-2018","","1077","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1077_CEDAR ST, COLUMBUS AVE_RX_12HR_TMC_09192018.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"12/09/2018 07:00:00 PM","","09-27-2018","CLASSIFICATION","","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\COLUMBUS AVE_76_BP_48HR_ATR_CLS_09272018.XLS","76","COLUMBUS AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/09/2018 07:00:00 PM","","09-27-2016","CLASSIFICATION","","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\COLUMBUS AVE_458_BP_48HR_ATR_CLS_09272016.XLS","458","COLUMBUS AVE","48 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/09/2018 07:00:00 PM","","10-04-2017","VOLUME","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\ADAMS ST_1220_DO_48HR_ATR_VOL_10042017.XLS","1220","ADAMS ST","48 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/09/2018 07:00:00 PM","","04-09-2018","SPEED","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\SPENCER ST_90_DO_48HR_ATR_SPD_04092018.XLSX","90","SPENCER ST","48 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/09/2018 07:00:00 PM","BERKELEY ST, EAST BERKELEY ST, TREMONT ST","10-14-2017","","86","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0086_BERKELEY ST, EAST BERKELEY ST, TREMONT ST_BP_5HR_TMC_10142017.PDF","","","5 HOURS","TURNING MOVEMENT COUNT"
"12/09/2018 07:00:00 PM","TREMONT ST, WEST SPRINGFIELD ST","10-14-2017","","1912","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1912_TREMONT ST, WEST SPRINGFIELD ST_BP_5HR_TMC_10142017.XLSX","","","5 HOURS","TURNING MOVEMENT COUNT"
"12/09/2018 07:00:00 PM","","05-16-2018","XXX","","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\MT HOPE ST_58_WR_48HR_ATR_XXX_05162018.PDF","58","MT HOPE ST","48 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/09/2018 07:00:00 PM","","05-16-2018","CLASSIFICATION","","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\MT HOPE ST_58_WR_48HR_ATR_CLS_05162018.XLSX","58","MT HOPE ST","48 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/09/2018 07:00:00 PM","","04-25-2018","XXX","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\NORMANDY ST_22_DO_48HR_ATR_XXX_04252018.PDF","22","NORMANDY ST","48 HOURS","AUTOMATED TRAFFICE RECORDING"
"07/16/2019 08:00:00 PM","","03-26-2019","VOLUME","","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\BEACON ST_260_BP_72HR_ATR_VOL_03262019.XLS","260","BEACON ST","72 HOURS","AUTOMATED TRAFFICE RECORDING"
"07/16/2019 08:00:00 PM","","03-25-2019","CLASSIFICATION","","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\BEACON ST_468_BP_46HR_ATR_CLS_03252019.XLS","468","BEACON ST","46 HOURS","AUTOMATED TRAFFICE RECORDING"
"07/16/2019 08:00:00 PM","","05-14-2019","XXX","","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\BEACON ST_260_BP_72HR_ATR_XXX_05142019.PDF","260","BEACON ST","72 HOURS","AUTOMATED TRAFFICE RECORDING"
"07/16/2019 08:00:00 PM","","05-14-2019","XXX","","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\BEACON ST_468_BP_72HR_ATR_XXX_05142019.PDF","468","BEACON ST","72 HOURS","AUTOMATED TRAFFICE RECORDING"
"08/07/2019 08:00:00 PM","ARUNDEL ST, BEACON ST, MINER ST","07-08-2018","","2293","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2293_ARUNDEL ST, BEACON ST, MINER ST_BP_24HR_TMC_07082018.XLSX","","","24 HOURS","TURNING MOVEMENT COUNT"
"10/14/2019 08:00:00 PM","CHILD ST, GORDON AVE","09-26-2019","","2609","HYDE PARK","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2609_CHILD ST, GORDON AVE_HP_11HR_TMC_09262019.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"10/14/2019 08:00:00 PM","ATLANTIC AVE, SUMMER ST ","09-26-2019","","43","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0043_ATLANTIC AVE, SUMMER ST _BP_11HR_TMC_09262019.XLSX","","","11 HOURS","TURNING MOVEMENT COUNT"
"10/14/2019 08:00:00 PM","GEORGE ST, MAGAZINE ST","09-26-2019","","1218","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1218_GEORGE ST, MAGAZINE ST_RX_11HR_TMC_09262019.XLSX","","","11 HOURS","TURNING MOVEMENT COUNT"
"10/14/2019 08:00:00 PM","DORCHESTER AVE, DORSET ST, LOCUST ST","09-26-2019","","2636","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2636_DORCHESTER AVE, DORSET ST, LOCUST ST_DO_11HR_TMC_09262019.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"10/14/2019 08:00:00 PM","BRIGHTON AVE, LINDEN ST","09-26-2019","","1441","BR","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1441_BRIGHTON AVE, LINDEN ST_BR_11HR_TMC_09262019.XLSX","","","11 HOURS","TURNING MOVEMENT COUNT"
"03/02/2020 03:32:58 PM","CHILD ST, GORDON AVE","09-26-2019","","2609","HYDE PARK","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2609_CHILD ST, GORDON AVE_HP_11HR_TMC_09262019.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"03/02/2020 03:32:58 PM","CHARLES ST SOUTH, TREMONT ST, OAK ST, JEFFERSON ST","10-02-2019","","1783","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1783_CHARLES ST SOUTH, TREMONT ST, OAK ST, JEFFERSON ST_BP_12HR_TMC_10022019.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"03/02/2020 03:32:58 PM","HADASSAH WAY, BOYLSTON ST","10-02-2019","","123","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0123_HADASSAH WAY, BOYLSTON ST_BP_12HR_TMC_10022019.XLSX","","","12 HOURS","TURNING MOVEMENT COUNT"
"03/02/2020 03:32:58 PM","BRIMMER ST, BEACON ST","10-01-2019","","4080","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4080_BRIMMER ST, BEACON ST_BP_12HR_TMC_10012019.XLSX","","","12 HOURS","TURNING MOVEMENT COUNT"
"03/02/2020 03:32:58 PM","ARLINGTON ST, COLUMBUS AVE, STUART ST","10-01-2019","","76","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0076_ARLINGTON ST, COLUMBUS AVE, STUART ST_BP_12HR_TMC_10012019.XLSX","","","12 HOURS","TURNING MOVEMENT COUNT"
"03/02/2020 03:32:58 PM","CHARLES ST, CHESTNUT ST","10-02-2019","","140","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0140_CHARLES ST, CHESTNUT ST_BP_12HR_TMC_10022019.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"03/02/2020 03:32:58 PM","HARRISON AVE, MASSACHUSETTS AVE","10-29-2019","","98","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0098_HARRISON AVE, MASSACHUSETTS AVE_BP_12HR_TMC_10292019.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"03/02/2020 03:32:58 PM","EAST FIFTH ST, L ST","11-21-2019","","2242","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2242_EAST FIFTH ST, L ST_SB_12HR_TMC_11212019.XLSX","","","12 HOURS","TURNING MOVEMENT COUNT"
"03/02/2020 03:32:58 PM","CHARLES ST, MT VERNON ST","10-01-2019","","141","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0141_CHARLES ST, MT VERNON ST_BP_12HR_TMC_10012019.XLSX","","","12 HOURS","TURNING MOVEMENT COUNT"
"03/02/2020 03:32:58 PM","HADASSAH WAY, BOYLSTON ST","10-01-2019","","123","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0123_HADASSAH WAY, BOYLSTON ST_BP_12HR_TMC_10012019.XLSX","","","12 HOURS","TURNING MOVEMENT COUNT"
"03/02/2020 03:32:58 PM","CLARENDON ST, COLUMBUS AVE","10-01-2019","","1639","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1639_CLARENDON ST, COLUMBUS AVE_BP_12HR_TMC_10012019.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"03/02/2020 03:32:58 PM","D ST, ATHENS ST","11-21-2019","","786","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0786_D ST, ATHENS ST_SB_12HR_TMC_11212019.XLSX","","","12 HOURS","TURNING MOVEMENT COUNT"
"03/02/2020 03:32:58 PM","CAMBRIDGE ST, COURT ST, TREMONT ST","09-26-2019","","2020","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2020_CAMBRIDGE ST, COURT ST, TREMONT ST_BP_11HR_TMC_09262019.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"03/02/2020 03:32:58 PM","BELGRADE AVE, COLBERG AVE","02-25-2020","","2579","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2579_BELGRADE AVE, COLBERG AVE_WR_11HR_TMC_02252020.XLSX","","","11 HOURS","TURNING MOVEMENT COUNT"
